student_id,roll_number,first_name,last_name,full_name,gender,age,date_of_birth,email,phone,city,location_type,branch,branch_name,year,semester,admission_date,status,primary_teacher_id,class_coordinator,income_level,annual_income,father_name,father_education,father_occupation,mother_name,mother_education,mother_occupation,siblings,family_size,single_parent,guardian_contact,permanent_address,current_semester_gpa,previous_semester_gpa,cumulative_gpa,gpa_trend,credits_registered_current,credits_completed_current,total_credits_registered,total_credits_completed,credit_completion_rate,first_year_gpa,first_year_credits_completed,first_year_attendance_percent,first_year_dropout_risk,registration_date,registration_delay_days,registration_status,courses_withdrawn_ever,courses_withdrawn_current,total_course_withdrawals,semester_number,courses_failed_ever,courses_repeated,academic_standing,probation_status,status_attendance_total_days,status_attendance_present_days,status_attendance_absent_days,attendance_percentage,attendance_first_half,attendance_second_half,attendance_trend,marks_percentage_mean,marks_percentage_std,marks_percentage_min,marks_percentage_max,marks_obtained_marks_sum,marks_subject_chemistry,marks_subject_computer_science,marks_subject_electronics,marks_subject_mathematics,marks_subject_mechanical_engineering,marks_subject_physics,marks_failing_count,assignment_submission_rate,assignment_late_count,assignment_grade_A,assignment_grade_B,assignment_grade_C,assignment_grade_D,behavior_negative_count,behavior_positive_count,behavior_total_count,library_visits,library_hours,fee_total_paid,fee_pending_count,fee_late_count,total_activities,extra_participates,extra_category_Academic,extra_category_Cultural,extra_category_Other,extra_category_Social,extra_category_Sports,extra_category_Technical,extra_leadership_roles,extra_hours_per_week,extra_total_events,attendance_status_extra_sessions_total,attendance_status_extra_sessions_present,extra_attendance_percentage,dropout_risk_score,dropout_risk
484,ME231004,Suman,Chatterjee,Suman Chatterjee,Female,20,2005-05-05,suman.chatterjee484@student.college.edu,919723082766,Visakhapatnam,Urban,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Upper-Middle,710163,Mr. Dhruv Chatterjee,Primary,Salaried Employee,Mrs. Avni Chatterjee,Graduate,Self-Employed,3,7,0,918402693636,"58, Road, Visakhapatnam",8.11,7.45,7.71,Improving,18,16,90,81,90.0,7.5,36,76.71,Low,2025-07-28,1,On Time,0,0,0,5,0,0,Good,No,40,30,10,75.0,80.0,70.0,-10.0,60.768055555555556,14.149849028865383,29.33,90.55,363.11,63.64333333333334,54.07333333333333,65.26833333333333,56.49333333333333,63.419999999999995,61.71,2.0,75.0,2,0,1,3,2,0.0,2.0,2.0,15.0,20.0,100000,0,0.0,3,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,31.0,88.0,69.0,78.4090909090909,0,Low Risk
485,ME231005,Amit,Pandey,Amit Pandey,Male,20,2005-08-25,amit.pandey485@student.college.edu,918352042669,Visakhapatnam,Rural,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Low,79739,Mr. Ravi Pandey,Secondary,Daily Wage Worker,Mrs. Kavya Pandey,Higher Secondary,Homemaker,1,5,0,918119417793,"172, Road, Visakhapatnam",5.75,5.77,5.76,Stable,24,19,120,96,80.0,5.9,38,67.64,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Average,No,40,28,12,70.0,65.0,75.0,10.0,70.56805555555555,17.64500687275816,36.66,100.0,428.32,70.22666666666667,68.23833333333333,77.83666666666666,78.69,71.36666666666666,57.050000000000004,1.0,100.0,2,1,4,1,2,1.0,1.0,2.0,16.0,5.0,50000,2,0.0,2,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.5,2.0,32.0,15.0,46.875,35,Medium Risk
486,ME231006,Neha,Sethi,Neha Sethi,Female,19,2005-04-15,neha.sethi486@student.college.edu,918065223830,Delhi,Rural,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Low,57417,Mr. Dhruv Sethi,Primary,Professional,Mrs. Kiara Sethi,Post-Graduate,Self-Employed,2,7,0,919538073261,"486, Lane, Delhi",8.35,8.34,8.34,Stable,20,19,100,96,96.0,8.35,40,80.03,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No,40,26,14,65.0,70.0,60.0,-10.0,52.23972222222222,14.867064555320374,19.37,82.23,306.8,58.54666666666666,51.22833333333333,47.62833333333333,51.81833333333333,51.04,53.17666666666667,7.0,87.5,1,5,1,1,0,1.0,1.0,2.0,12.0,9.0,65000,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Low Risk
487,ME231007,Ishaan,Ahmed,Ishaan Ahmed,Male,19,2005-11-02,ishaan.ahmed487@student.college.edu,917131941851,Visakhapatnam,Rural,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Lower-Middle,190000,Mr. Arnav Ahmed,No Formal Education,Government Employee,Mrs. Ira Ahmed,Primary,Government Employee,2,3,0,918393868314,"456, Lane, Visakhapatnam",6.81,5.53,6.04,Improving,22,19,110,97,88.18,5.11,44,77.8,Low,2025-08-01,5,Late,0,0,0,5,1,0,Average,No,40,33,7,82.5,75.0,90.0,15.0,51.85611111111111,14.039518973806512,17.93,79.47,313.06,48.51333333333334,48.49166666666667,50.81166666666667,51.571666666666665,54.695,57.053333333333335,8.0,75.0,2,3,3,0,0,1.0,1.0,2.0,17.0,12.0,85000,1,2.0,3,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,13.0,56.0,39.0,69.64285714285714,15,Low Risk
488,ME231008,Shanaya,Reddy,Shanaya Reddy,Female,21,2005-10-28,shanaya.reddy488@student.college.edu,918296011077,Ludhiana,Rural,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Low,70646,Mr. Ritvik Reddy,Secondary,Self-Employed,Mrs. Rekha Reddy,Graduate,Daily Wage Worker,2,7,0,918760017176,"144, Lane, Ludhiana",6.37,6.63,6.53,Stable,24,22,120,112,93.33,6.68,38,86.47,Low,2025-07-27,0,On Time,2,0,2,5,0,0,Average,No,40,24,16,60.0,75.0,45.0,-30.0,61.45611111111111,17.703859511058646,31.66,100.0,364.05,61.92166666666666,61.07333333333333,69.50166666666667,58.20333333333334,59.31333333333333,58.723333333333336,3.0,100.0,1,4,2,1,1,1.0,1.0,2.0,19.0,21.0,85000,1,3.0,2,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,12.0,40.0,22.0,55.00000000000001,35,Medium Risk
489,ME231009,Saanvi,Chatterjee,Saanvi Chatterjee,Female,20,2005-03-09,saanvi.chatterjee489@student.college.edu,917332250335,Ahmedabad,Rural,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Low,149908,Mr. Shivansh Chatterjee,Graduate,Farmer,Mrs. Suman Chatterjee,Higher Secondary,Homemaker,3,6,0,918527431971,"228, Street, Ahmedabad",7.8,6.6,7.08,Improving,22,17,110,89,80.91,6.48,42,81.5,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No,40,28,12,70.0,75.0,65.0,-10.0,63.71805555555555,16.480207144926382,25.34,100.0,375.96999999999997,70.26333333333334,63.61000000000001,52.89166666666667,56.33166666666667,69.25166666666667,69.96,2.0,75.0,1,2,2,2,0,1.0,0.0,1.0,12.0,9.0,85000,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Low Risk
490,ME231010,Arjun,Kapoor,Arjun Kapoor,Male,21,2005-02-14,arjun.kapoor490@student.college.edu,918852115321,Nagpur,Rural,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Middle,499959,Mr. Reyansh Kapoor,Secondary,Self-Employed,Mrs. Avni Kapoor,No Formal Education,Government Employee,4,6,0,919430817782,"127, Road, Nagpur",8.11,8.33,8.24,Stable,24,23,120,118,98.33,8.32,42,92.66,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No,40,35,5,87.5,85.0,90.0,5.0,59.842222222222226,14.700420035031286,26.63,93.88,357.23,62.61666666666667,58.59,65.34666666666666,61.99333333333334,51.11833333333333,59.38833333333333,2.0,87.5,1,4,3,0,0,1.0,1.0,2.0,5.0,4.0,100000,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,Low Risk
491,ME231011,Sakshi,Ghosh,Sakshi Ghosh,Female,21,2005-07-10,sakshi.ghosh491@student.college.edu,918313451945,Vadodara,Rural,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Low,147301,Mr. Yash Ghosh,No Formal Education,Small Business,Mrs. Ritika Ghosh,Secondary,Homemaker,2,4,0,919826818945,"308, Lane, Vadodara",6.33,6.15,6.22,Stable,24,20,120,104,86.67,5.29,40,89.04,Low,2025-08-03,7,Late,0,0,0,5,0,0,Average,No,40,30,10,75.0,65.0,85.0,20.0,72.63888888888889,14.822753894464853,42.71,100.0,430.83,64.13333333333334,88.54,70.42666666666666,68.56166666666667,76.24833333333333,67.92333333333333,0.0,75.0,1,3,2,1,0,1.0,1.0,2.0,14.0,7.0,100000,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Low Risk
492,ME231012,Amit,Joshi,Amit Joshi,Male,19,2005-08-04,amit.joshi492@student.college.edu,918769718922,Patna,Semi-Urban,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Lower-Middle,244533,Mr. Atharv Joshi,Primary,Salaried Employee,Mrs. Aditi Joshi,Primary,Self-Employed,2,4,0,918962838462,"361, Lane, Patna",5.28,5.57,5.45,Stable,18,14,90,70,77.78,4.7,44,68.32,Low,2025-07-27,0,On Time,1,1,2,5,2,0,Below Average,No,40,21,19,52.5,35.0,70.0,35.0,43.782222222222224,18.186090463571503,8.49,82.43,265.68,37.60666666666666,47.48,44.379999999999995,48.14666666666667,37.605,47.475,15.0,62.5,2,2,2,1,0,1.0,1.0,2.0,12.0,9.0,100000,0,1.0,2,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.5,9.0,16.0,13.0,81.25,55,Medium Risk
493,ME231013,Ajay,Rao,Ajay Rao,Male,20,2005-07-28,ajay.rao493@student.college.edu,919447609057,Ahmedabad,Urban,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Middle,399253,Mr. Varun Rao,Primary,Daily Wage Worker,Mrs. Sakshi Rao,Primary,Daily Wage Worker,2,6,0,918357578219,"331, Street, Ahmedabad",8.33,7.25,7.68,Improving,22,18,110,94,85.45,7.27,44,94.79,Low,2025-08-03,7,Late,0,0,0,5,0,0,Good,No,40,28,12,70.0,75.0,65.0,-10.0,76.4675,15.161600250067842,44.67,100.0,450.92,76.57000000000001,79.705,70.72,75.53166666666667,69.76833333333333,86.50999999999999,0.0,87.5,0,4,2,1,0,1.0,1.0,2.0,9.0,8.0,85000,1,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,24.0,17.0,70.83333333333334,20,Low Risk
494,ME231014,Aarav,Desai,Aarav Desai,Male,21,2005-06-29,aarav.desai494@student.college.edu,919293993865,Bhopal,Semi-Urban,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Middle,303671,Mr. Amit Desai,Graduate,Retired,Mrs. Kiara Desai,No Formal Education,Small Business,0,6,0,918027963222,"81, Street, Bhopal",7.57,6.34,6.83,Improving,24,21,120,107,89.17,6.71,44,91.8,Low,2025-07-27,0,On Time,2,0,2,5,0,0,Average,No,40,26,14,65.0,50.0,80.0,30.0,75.77166666666668,18.52747126373622,43.43,100.0,459.66,72.94333333333333,74.57333333333334,87.46666666666665,74.79333333333334,69.19833333333334,75.655,0.0,62.5,1,1,1,3,0,0.0,1.0,1.0,15.0,5.0,100000,0,2.0,3,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.666666666666667,19.0,40.0,34.0,85.0,25,Low Risk
495,ME231015,Daksh,Das,Daksh Das,Male,20,2005-06-02,daksh.das495@student.college.edu,917510735750,Bhopal,Semi-Urban,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Middle,365534,Mr. Ritvik Das,Secondary,Small Business,Mrs. Rani Das,Higher Secondary,Homemaker,0,5,0,919546389858,"337, Lane, Bhopal",6.49,6.31,6.38,Stable,24,20,120,103,85.83,6.11,44,93.71,Low,2025-07-30,3,Late,1,0,1,5,0,0,Average,No,40,24,16,60.0,55.00000000000001,65.0,9.999999999999993,57.75277777777777,12.950802205955345,29.4,81.88,339.49,55.89166666666667,62.31166666666667,60.63833333333333,50.74666666666667,54.335,62.593333333333334,5.0,37.5,0,0,1,1,1,1.0,1.0,2.0,7.0,1.0,100000,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Medium Risk
496,ME231016,Aarohi,Reddy,Aarohi Reddy,Female,20,2005-05-04,aarohi.reddy496@student.college.edu,917762032254,Bhopal,Semi-Urban,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Low,65769,Mr. Sandeep Reddy,Graduate,Government Employee,Mrs. Aditi Reddy,No Formal Education,Self-Employed,1,3,0,919473384186,"155, Road, Bhopal",4.53,5.96,5.39,Declining,22,14,110,70,63.64,5.79,36,76.48,Low,2025-07-27,0,On Time,1,0,1,5,1,1,Below Average,No,40,36,4,90.0,85.0,95.0,10.0,81.49694444444444,14.04082757419426,46.23,100.0,499.51,76.42999999999999,81.395,78.08166666666666,87.66000000000001,85.65833333333335,79.75666666666666,0.0,75.0,2,0,3,2,1,1.0,1.0,2.0,19.0,15.0,65000,1,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Medium Risk
497,ME231017,Swati,Saxena,Swati Saxena,Female,19,2005-10-01,swati.saxena497@student.college.edu,917273127281,Pune,Semi-Urban,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Low,124602,Mr. Pranav Saxena,Graduate,Salaried Employee,Mrs. Rani Saxena,Primary,Self-Employed,3,5,0,919127838745,"295, Street, Pune",7.69,6.47,6.96,Improving,22,20,110,101,91.82,7.01,42,68.58,Low,2025-08-01,5,Late,0,0,0,5,1,1,Average,No,40,31,9,77.5,75.0,80.0,5.0,44.64833333333333,15.153028457327315,10.2,79.98,271.19,45.365,53.818333333333335,37.33166666666667,48.57666666666666,45.31333333333333,37.485,15.0,100.0,2,2,3,1,2,1.0,1.0,2.0,12.0,9.0,35000,3,1.0,2,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,21.0,32.0,29.0,90.625,20,Low Risk
498,ME231018,Dhruv,Das,Dhruv Das,Male,20,2005-12-20,dhruv.das498@student.college.edu,919658345638,Patna,Urban,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Upper-Middle,973445,Mr. Naksh Das,Graduate,Professional,Mrs. Ira Das,No Formal Education,Salaried Employee,2,5,0,918092828053,"60, Lane, Patna",6.47,6.27,6.35,Stable,18,16,90,83,92.22,6.37,36,78.02,Low,2025-07-28,1,On Time,1,0,1,5,0,0,Average,No,40,29,11,72.5,60.0,85.0,25.0,36.04055555555556,12.835773435307264,11.16,67.61,207.76,32.935,34.63833333333333,38.211666666666666,31.87,37.69,40.89833333333333,25.0,62.5,2,2,1,2,0,1.0,1.0,2.0,8.0,9.0,100000,0,0.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,24.0,14.0,58.333333333333336,25,Low Risk
499,ME231019,Myra,Desai,Myra Desai,Female,20,2005-03-13,myra.desai499@student.college.edu,918474178885,Lucknow,Semi-Urban,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Lower-Middle,180502,Mr. Arjun Desai,Higher Secondary,Professional,Mrs. Ritika Desai,Primary,Daily Wage Worker,1,4,0,919748049950,"452, Lane, Lucknow",7.71,7.79,7.76,Stable,24,19,120,98,81.67,6.92,42,88.94,Low,2025-07-28,1,On Time,0,0,0,5,0,0,Good,No,40,28,12,70.0,75.0,65.0,-10.0,40.64416666666667,14.546938092160248,7.9,76.18,245.20000000000002,35.895,33.32666666666667,42.001666666666665,45.69833333333333,37.788333333333334,49.155,19.0,100.0,2,3,4,1,0,1.0,1.0,2.0,12.0,9.0,15000,3,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Medium Risk
500,ME231020,Ansh,Chatterjee,Ansh Chatterjee,Male,21,2005-02-20,ansh.chatterjee500@student.college.edu,918608262394,Pune,Rural,ME,Mechanical Engineering,3,1,2025-08-01,Active,41,Mr. Sonal Nair,Low,84845,Mr. Ajay Chatterjee,Secondary,Professional,Mrs. Aditi Chatterjee,No Formal Education,Self-Employed,2,4,0,918379897381,"123, Road, Pune",6.36,5.06,5.58,Improving,20,13,100,68,68.0,5.03,42,91.06,Low,2025-07-28,1,On Time,2,0,2,5,1,1,Average,No,40,31,9,77.5,65.0,90.0,25.0,55.65555555555555,17.948740894072195,13.41,89.97,325.49,57.71333333333333,62.098333333333336,50.17166666666666,56.00333333333333,58.405,49.541666666666664,9.0,75.0,2,2,3,0,1,1.0,1.0,2.0,12.0,9.0,85000,1,1.0,2,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.5,17.0,16.0,14.0,87.5,25,Low Risk
501,ME232001,Pooja,Reddy,Pooja Reddy,Female,19,2005-02-16,pooja.reddy501@student.college.edu,917485502085,Pune,Urban,ME,Mechanical Engineering,3,2,2025-08-01,Active,41,Mr. Sonal Nair,Middle,551197,Mr. Ansh Reddy,Graduate,Government Employee,Mrs. Ritika Reddy,Higher Secondary,Farmer,1,4,0,919760556125,"227, Road, Pune",7.24,7.16,7.19,Stable,18,16,108,99,91.67,7.42,42,89.54,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Good,No,40,33,7,82.5,90.0,75.0,-15.0,82.45083333333334,14.712531563262658,39.7,100.0,478.6,81.62166666666667,79.79833333333333,81.325,84.985,90.56666666666666,76.40833333333335,1.0,87.5,0,4,2,1,0,0.0,2.0,2.0,12.0,9.0,100000,0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,24.0,17.0,70.83333333333334,5,Low Risk
502,ME232002,Prakash,Pillai,Prakash Pillai,Male,19,2005-10-05,prakash.pillai502@student.college.edu,917177558712,Kanpur,Urban,ME,Mechanical Engineering,3,2,2025-08-01,Active,41,Mr. Sonal Nair,Middle,310599,Mr. Rudra Pillai,Primary,Salaried Employee,Mrs. Mira Pillai,Higher Secondary,Homemaker,0,7,0,917221785969,"251, Lane, Kanpur",7.41,6.55,6.89,Improving,22,18,132,108,81.82,6.6,42,78.98,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Average,No,40,20,20,50.0,50.0,50.0,0.0,60.09027777777778,15.35319073140566,16.98,93.92,363.06,46.01166666666666,58.946666666666665,67.54333333333334,57.98,64.14,65.92,3.0,75.0,2,1,1,1,3,1.0,1.0,2.0,6.0,4.0,50000,2,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,Medium Risk
503,ME232003,Diya,Das,Diya Das,Female,19,2005-07-03,diya.das503@student.college.edu,918987547995,Lucknow,Rural,ME,Mechanical Engineering,3,2,2025-08-01,Active,41,Mr. Sonal Nair,Lower-Middle,295800,Mr. Dhruv Das,Graduate,Farmer,Mrs. Kriti Das,Primary,Homemaker,3,5,0,919067984524,"63, Road, Lucknow",4.03,5.16,4.71,Declining,24,19,144,114,79.17,4.12,44,86.36,Low,2025-07-27,0,On Time,3,0,3,6,3,0,Below Average,Yes,40,30,10,75.0,70.0,80.0,10.0,72.90222222222222,16.112407306369498,37.53,100.0,429.2,70.17166666666667,79.99333333333334,74.89166666666667,71.87166666666667,74.00833333333333,66.47666666666667,1.0,87.5,0,2,2,3,0,0.0,3.0,3.0,12.0,9.0,35000,3,1.0,4,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,6.5,23.0,112.0,86.0,76.78571428571429,40,Medium Risk
504,ME232004,Rohan,Kaur,Rohan Kaur,Male,20,2005-08-26,rohan.kaur504@student.college.edu,918172552164,Bangalore,Urban,ME,Mechanical Engineering,3,2,2025-08-01,Active,41,Mr. Sonal Nair,Upper-Middle,667286,Mr. Daksh Kaur,Higher Secondary,Retired,Mrs. Sakshi Kaur,No Formal Education,Salaried Employee,1,3,0,919610728218,"445, Lane, Bangalore",8.59,7.47,7.92,Improving,20,17,120,107,89.17,7.15,42,76.01,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Good,No,40,31,9,77.5,85.0,70.0,-15.0,63.22805555555556,17.763362908677983,26.22,96.88,378.77,65.59166666666667,69.00666666666667,56.76166666666666,67.30666666666667,66.125,54.576666666666675,4.0,87.5,2,2,3,2,0,1.0,1.0,2.0,7.0,12.0,65000,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Low Risk
505,ME232005,Aadhya,Mishra,Aadhya Mishra,Female,19,2005-01-19,aadhya.mishra505@student.college.edu,917296196929,Visakhapatnam,Rural,ME,Mechanical Engineering,3,2,2025-08-01,Active,41,Mr. Sonal Nair,Low,62082,Mr. Nikhil Mishra,No Formal Education,Retired,Mrs. Sakshi Mishra,No Formal Education,Retired,1,5,0,919209491523,"426, Lane, Visakhapatnam",7.37,7.55,7.48,Stable,24,20,144,123,85.42,6.49,44,65.04,Low,2025-07-28,1,On Time,1,0,1,6,0,0,Good,No,40,27,13,67.5,80.0,55.00000000000001,-24.999999999999993,68.70972222222223,12.610432979110389,46.44,89.29,409.14,68.38666666666667,68.35666666666667,71.65666666666667,68.79166666666667,66.0,69.06666666666666,0.0,75.0,3,1,5,0,0,1.0,1.0,2.0,6.0,5.0,30000,2,2.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,5.0,16.0,15.0,93.75,30,Low Risk
506,ME232006,Avni,Chopra,Avni Chopra,Female,21,2005-08-17,avni.chopra506@student.college.edu,917152400650,Ahmedabad,Rural,ME,Mechanical Engineering,3,2,2025-08-01,Active,41,Mr. Sonal Nair,Low,106154,Mr. Manoj Chopra,Post-Graduate,Government Employee,Mrs. Navya Chopra,Primary,Homemaker,1,6,0,917027995507,"387, Road, Ahmedabad",7.09,5.9,6.38,Improving,18,15,108,90,83.33,6.79,44,83.96,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Average,No,40,20,20,50.0,55.00000000000001,45.0,-10.000000000000007,61.01944444444444,17.293367670781343,26.74,94.97,366.0,65.55,52.96,72.03333333333333,59.096666666666664,52.675000000000004,63.80166666666667,6.0,62.5,1,1,4,0,0,0.0,1.0,1.0,12.0,9.0,15000,3,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium Risk
507,ME232007,Sneha,Chatterjee,Sneha Chatterjee,Female,20,2005-06-12,sneha.chatterjee507@student.college.edu,919447161089,Vadodara,Semi-Urban,ME,Mechanical Engineering,3,2,2025-08-01,Active,41,Mr. Sonal Nair,Middle,429183,Mr. Krishna Chatterjee,Primary,Government Employee,Mrs. Sunita Chatterjee,Primary,Daily Wage Worker,1,7,0,917899416464,"410, Lane, Vadodara",7.83,7.08,7.38,Improving,24,21,144,129,89.58,7.17,38,87.44,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Good,No,40,29,11,72.5,80.0,65.0,-15.0,51.886944444444445,14.943466191797567,21.82,83.52,305.71,63.15333333333333,56.785,52.946666666666665,40.61666666666667,50.120000000000005,47.699999999999996,8.0,62.5,1,3,1,0,1,1.0,1.0,2.0,19.0,20.0,100000,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Low Risk
508,ME232008,Ishita,Pillai,Ishita Pillai,Female,19,2005-12-25,ishita.pillai508@student.college.edu,918045237118,Kolkata,Semi-Urban,ME,Mechanical Engineering,3,2,2025-08-01,Active,41,Mr. Sonal Nair,Lower-Middle,229806,Mr. Vivaan Pillai,Secondary,Government Employee,Mrs. Aarohi Pillai,Primary,Homemaker,2,6,0,918077733750,"463, Street, Kolkata",6.11,6.91,6.59,Declining,18,16,108,98,90.74,7.07,44,74.82,Low,2025-07-27,0,On Time,0,0,0,6,1,1,Average,No,40,36,4,90.0,95.0,85.0,-10.0,64.46,17.09737172784168,23.47,98.35,392.89,57.251666666666665,69.365,69.32000000000001,68.68333333333334,62.20666666666667,59.93333333333334,3.0,75.0,1,3,1,2,0,0.0,1.0,1.0,20.0,11.0,100000,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Low Risk
509,ME232009,Myra,Bose,Myra Bose,Female,20,2005-11-13,myra.bose509@student.college.edu,917368939704,Ludhiana,Rural,ME,Mechanical Engineering,3,2,2025-08-01,Active,41,Mr. Sonal Nair,Low,91638,Mr. Vivaan Bose,Secondary,Self-Employed,Mrs. Siya Bose,Secondary,Homemaker,2,7,0,918050235470,"186, Street, Ludhiana",5.37,6.08,5.8,Declining,24,14,144,89,61.81,5.3,44,66.14,Low,2025-07-27,0,On Time,1,0,1,6,2,1,Average,No,40,37,3,92.5,95.0,90.0,-5.0,77.57305555555556,18.64471075045827,45.47,100.0,462.96999999999997,74.39166666666667,83.87666666666667,81.77333333333333,88.30166666666666,59.541666666666664,77.55333333333333,0.0,87.5,2,3,2,1,1,0.0,1.0,1.0,12.0,9.0,15000,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0,56.0,43.0,76.78571428571429,30,Low Risk
510,ME232010,Ajay,Ahmed,Ajay Ahmed,Male,19,2005-07-08,ajay.ahmed510@student.college.edu,917074276708,Indore,Semi-Urban,ME,Mechanical Engineering,3,2,2025-08-01,Active,41,Mr. Sonal Nair,Lower-Middle,162938,Mr. Ayaan Ahmed,Primary,Daily Wage Worker,Mrs. Rekha Ahmed,Secondary,Homemaker,1,6,0,918138819487,"151, Street, Indore",6.47,6.34,6.39,Stable,24,20,144,123,85.42,5.61,42,75.93,Low,2025-08-03,7,Late,1,0,1,6,1,1,Average,No,40,28,12,70.0,65.0,75.0,10.0,72.81861111111111,13.667975950641033,41.43,100.0,435.04,75.09666666666666,67.45333333333333,65.705,82.215,78.425,68.01666666666667,0.0,100.0,1,2,4,2,0,1.0,1.0,2.0,10.0,1.0,100000,0,2.0,3,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.333333333333333,23.0,48.0,36.0,75.0,25,Low Risk
511,ME232011,Sunita,Sinha,Sunita Sinha,Female,19,2005-05-24,sunita.sinha511@student.college.edu,918852812758,Visakhapatnam,Rural,ME,Mechanical Engineering,3,2,2025-08-01,Active,41,Mr. Sonal Nair,Low,97248,Mr. Atharv Sinha,Post-Graduate,Farmer,Mrs. Nisha Sinha,Primary,Salaried Employee,0,7,0,917906834432,"246, Lane, Visakhapatnam",5.61,5.59,5.6,Stable,20,12,120,77,64.17,5.77,40,93.13,Low,2025-08-03,7,Late,0,0,0,6,2,1,Average,No,40,25,15,62.5,65.0,60.0,-5.0,67.52277777777778,17.104589962281405,40.96,100.0,392.85,59.29,59.77333333333333,75.94666666666667,56.666666666666664,71.55499999999999,81.90499999999999,0.0,87.5,3,4,1,0,2,1.0,1.0,2.0,6.0,0.0,30000,2,0.0,4,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,16.0,64.0,40.0,62.5,45,Medium Risk
