student_id,income_level,annual_income,father_name,father_education,father_occupation,mother_name,mother_education,mother_occupation,siblings,family_size,single_parent,guardian_contact,permanent_address
321,Upper-Middle,827188,Mr. Kian Sharma,No Formal Education,Farmer,Mrs. Kavya Sharma,Higher Secondary,Self-Employed,1,3,0,+917797864010,"132, Road, Pune"
322,Upper-Middle,631979,Mr. Suresh Pandey,Secondary,Professional,Mrs. Pari Pandey,Graduate,Homemaker,2,5,0,+917719687642,"402, Street, Mumbai"
323,Low,106745,Mr. Naksh Banerjee,Secondary,Self-Employed,Mrs. Sara Banerjee,Secondary,Homemaker,2,6,0,+918238663306,"60, Street, Kanpur"
324,Middle,449960,Mr. Raj Bhatia,Secondary,Farmer,Mrs. Rekha Bhatia,Primary,Salaried Employee,1,5,0,+918741484993,"368, Lane, Bangalore"
325,Middle,406744,Mr. Karthik Reddy,Secondary,Retired,Mrs. Tara Reddy,Secondary,Homemaker,3,5,0,+919087982743,"327, Road, Patna"
326,Low,147915,Mr. Rahul Verma,Higher Secondary,Retired,Mrs. Siya Verma,Primary,Homemaker,1,6,0,+918469909982,"295, Street, Coimbatore"
327,Upper-Middle,851905,Mr. Pranav Mehta,Higher Secondary,Professional,Mrs. Swati Mehta,No Formal Education,Farmer,1,7,0,+919437499184,"186, Street, Hyderabad"
328,Lower-Middle,184165,Mr. Ravi Tiwari,Graduate,Professional,Mrs. Myra Tiwari,No Formal Education,Homemaker,1,4,0,+919845588965,"157, Lane, Visakhapatnam"
329,Low,132801,Mr. Yash Singh,No Formal Education,Professional,Mrs. Priya Singh,Primary,Government Employee,2,6,0,+919940299897,"352, Lane, Ghaziabad"
330,Middle,339348,Mr. Samar Ali,Higher Secondary,Professional,Mrs. Shanaya Ali,Primary,Homemaker,0,5,0,+917124584272,"161, Street, Coimbatore"
331,Low,53836,Mr. Amit Kapoor,Secondary,Salaried Employee,Mrs. Ira Kapoor,No Formal Education,Daily Wage Worker,2,5,1,+917322759389,"161, Street, Patna"
332,Low,76594,Mr. Dhruv Kaur,Secondary,Professional,Mrs. Aadhya Kaur,Higher Secondary,Homemaker,1,5,0,+918642447208,"183, Lane, Chennai"
333,Middle,390858,Mr. Manish Patel,Graduate,Farmer,Mrs. Anjali Patel,No Formal Education,Government Employee,1,6,0,+918161634691,"499, Lane, Kanpur"
334,Upper-Middle,776219,Mr. Aditya Jain,No Formal Education,Farmer,Mrs. Tanvi Jain,Secondary,Government Employee,1,4,1,+917625957850,"153, Road, Indore"
335,Middle,374009,Mr. Harshit Hussain,No Formal Education,Farmer,Mrs. Sneha Hussain,Secondary,Homemaker,1,4,0,+919143595250,"485, Street, Nagpur"
336,Lower-Middle,295672,Mr. Vihaan Banerjee,No Formal Education,Salaried Employee,Mrs. Tanvi Banerjee,No Formal Education,Homemaker,4,7,0,+917009600963,"441, Street, Indore"
337,Low,57957,Mr. Prakash Arora,Higher Secondary,Daily Wage Worker,Mrs. Avni Arora,Higher Secondary,Homemaker,2,5,0,+917457399874,"319, Street, Visakhapatnam"
338,Low,61102,Mr. Abhinav Tiwari,No Formal Education,Professional,Mrs. Zara Tiwari,Secondary,Self-Employed,3,5,0,+918495485708,"72, Street, Ahmedabad"
339,Lower-Middle,160031,Mr. Rudra Bose,Post-Graduate,Salaried Employee,Mrs. Meera Bose,No Formal Education,Homemaker,3,6,1,+917569305121,"420, Lane, Mumbai"
340,Upper-Middle,690147,Mr. Aditya Bose,Higher Secondary,Retired,Mrs. Navya Bose,Secondary,Small Business,1,4,0,+918153533582,"330, Road, Coimbatore"
341,Middle,416500,Mr. Advait Chopra,Graduate,Small Business,Mrs. Sneha Chopra,Primary,Homemaker,0,4,0,+917112963578,"470, Road, Delhi"
342,Lower-Middle,162378,Mr. Abhinav Ali,Higher Secondary,Government Employee,Mrs. Simran Ali,Primary,Professional,1,6,0,+919482148297,"378, Road, Mumbai"
343,Lower-Middle,289627,Mr. Harshit Bose,Primary,Retired,Mrs. Kiara Bose,Post-Graduate,Homemaker,1,4,0,+917386473415,"395, Street, Pune"
344,Upper-Middle,747193,Mr. Ansh Jain,Primary,Daily Wage Worker,Mrs. Prisha Jain,Secondary,Salaried Employee,3,6,0,+919470845439,"343, Lane, Indore"
345,Lower-Middle,229166,Mr. Arjun Ahmed,Graduate,Self-Employed,Mrs. Mira Ahmed,Secondary,Homemaker,1,7,0,+917751215114,"242, Lane, Vadodara"
346,Low,102368,Mr. Varun Kapoor,Primary,Retired,Mrs. Riya Kapoor,No Formal Education,Professional,2,3,0,+918695875754,"315, Street, Coimbatore"
347,Lower-Middle,190176,Mr. Manoj Kaur,Secondary,Daily Wage Worker,Mrs. Sakshi Kaur,Graduate,Government Employee,1,3,0,+918014043851,"330, Road, Bangalore"
348,Low,97413,Mr. Karthik Ghosh,Higher Secondary,Retired,Mrs. Anika Ghosh,Higher Secondary,Homemaker,0,4,0,+917328726132,"114, Road, Nagpur"
349,Lower-Middle,192158,Mr. Ayaan Malhotra,Secondary,Daily Wage Worker,Mrs. Saanvi Malhotra,Secondary,Farmer,4,6,0,+918819155200,"347, Lane, Kanpur"
350,Upper-Middle,934129,Mr. Aditya Banerjee,Secondary,Government Employee,Mrs. Aditi Banerjee,No Formal Education,Daily Wage Worker,2,3,0,+917431644022,"449, Street, Bangalore"
351,Low,131065,Mr. Vivaan Khanna,Secondary,Salaried Employee,Mrs. Avni Khanna,Primary,Retired,0,3,0,+917805775083,"321, Lane, Patna"
352,Lower-Middle,152877,Mr. Kabir Tiwari,Primary,Self-Employed,Mrs. Ritika Tiwari,Higher Secondary,Self-Employed,3,4,0,+917300018040,"378, Street, Vadodara"
353,Low,114032,Mr. Ravi Hussain,No Formal Education,Government Employee,Mrs. Rekha Hussain,Secondary,Salaried Employee,4,3,0,+917389049198,"254, Street, Chennai"
354,Low,77714,Mr. Karthik Reddy,Secondary,Daily Wage Worker,Mrs. Kavya Reddy,Higher Secondary,Homemaker,4,4,0,+919778574989,"146, Road, Indore"
355,Lower-Middle,168311,Mr. Vivaan Chatterjee,Primary,Small Business,Mrs. Rekha Chatterjee,Higher Secondary,Salaried Employee,1,4,0,+918182378311,"291, Lane, Vadodara"
356,Middle,573345,Mr. Samar Ahmed,No Formal Education,Daily Wage Worker,Mrs. Ishita Ahmed,Primary,Self-Employed,2,7,0,+918813261131,"391, Street, Kolkata"
357,Upper-Middle,760937,Mr. Harshit Bhatia,Secondary,Farmer,Mrs. Priya Bhatia,Secondary,Farmer,2,6,0,+918340804150,"37, Lane, Kolkata"
358,Low,139988,Mr. Rahul Mishra,Primary,Salaried Employee,Mrs. Riya Mishra,Post-Graduate,Daily Wage Worker,1,4,0,+917971014529,"272, Road, Bangalore"
359,Upper-Middle,903446,Mr. Aarav Ahmed,Primary,Retired,Mrs. Saanvi Ahmed,Graduate,Professional,1,4,0,+917873834219,"476, Lane, Nagpur"
360,Middle,325151,Mr. Kiaan Tiwari,No Formal Education,Self-Employed,Mrs. Aadhya Tiwari,Primary,Small Business,2,7,0,+917862148130,"181, Lane, Chennai"
361,Low,98797,Mr. Abhinav Joshi,Graduate,Daily Wage Worker,Mrs. Divya Joshi,Primary,Government Employee,2,7,1,+918503946161,"227, Lane, Bangalore"
362,Upper-Middle,795473,Mr. Reyansh Saxena,Primary,Daily Wage Worker,Mrs. Sara Saxena,Post-Graduate,Homemaker,1,4,0,+918106091211,"378, Street, Ludhiana"
363,Lower-Middle,202622,Mr. Arjun Malhotra,Secondary,Government Employee,Mrs. Sakshi Malhotra,Primary,Homemaker,2,6,0,+917683872497,"355, Road, Mumbai"
364,Upper-Middle,709420,Mr. Kunal Mehta,Primary,Farmer,Mrs. Kriti Mehta,Higher Secondary,Small Business,2,4,0,+918946164703,"270, Road, Ahmedabad"
365,Low,117668,Mr. Daksh Pillai,No Formal Education,Professional,Mrs. Zara Pillai,No Formal Education,Homemaker,2,6,0,+919708657723,"476, Lane, Kolkata"
366,Middle,348935,Mr. Raj Iyer,Higher Secondary,Farmer,Mrs. Diya Iyer,Post-Graduate,Small Business,0,7,0,+919160837415,"253, Lane, Pune"
367,Low,74760,Mr. Prakash Jain,Higher Secondary,Self-Employed,Mrs. Zara Jain,No Formal Education,Homemaker,2,4,0,+918289207037,"385, Road, Jaipur"
368,Lower-Middle,158629,Mr. Ajay Kaur,Higher Secondary,Professional,Mrs. Diya Kaur,Graduate,Farmer,1,5,0,+919169747405,"458, Lane, Pune"
369,Lower-Middle,152144,Mr. Aditya Mehta,No Formal Education,Professional,Mrs. Aditi Mehta,Primary,Professional,0,3,0,+917859063415,"442, Lane, Vadodara"
370,Middle,471189,Mr. Harshit Rao,No Formal Education,Salaried Employee,Mrs. Pari Rao,Secondary,Homemaker,2,4,0,+918748356971,"237, Lane, Indore"
371,Middle,505356,Mr. Naksh Verma,Secondary,Daily Wage Worker,Mrs. Sara Verma,Graduate,Homemaker,1,6,0,+918226260906,"359, Road, Pune"
372,Low,99090,Mr. Karthik Iyer,Graduate,Professional,Mrs. Divya Iyer,No Formal Education,Self-Employed,0,7,0,+917919716223,"419, Road, Visakhapatnam"
373,Lower-Middle,193961,Mr. Shivansh Jain,Higher Secondary,Professional,Mrs. Zara Jain,Higher Secondary,Salaried Employee,1,7,0,+917701250418,"301, Road, Vadodara"
374,Middle,390218,Mr. Ravi Malhotra,Secondary,Salaried Employee,Mrs. Myra Malhotra,Higher Secondary,Professional,2,3,0,+918430171601,"314, Street, Bangalore"
375,Lower-Middle,168653,Mr. Aarav Khanna,Primary,Farmer,Mrs. Ira Khanna,Primary,Homemaker,2,5,0,+918795345747,"306, Lane, Chennai"
376,Lower-Middle,151562,Mr. Amit Singh,Primary,Retired,Mrs. Kiara Singh,Primary,Farmer,2,3,0,+919739877467,"104, Street, Hyderabad"
377,Middle,599344,Mr. Daksh Mukherjee,Post-Graduate,Professional,Mrs. Aditi Mukherjee,Primary,Salaried Employee,3,7,0,+917550293098,"325, Lane, Patna"
378,Lower-Middle,273963,Mr. Dhruv Chatterjee,No Formal Education,Daily Wage Worker,Mrs. Sakshi Chatterjee,No Formal Education,Small Business,1,7,0,+917334496289,"91, Road, Delhi"
379,Low,145038,Mr. Ansh Bose,Primary,Small Business,Mrs. Diya Bose,Primary,Self-Employed,1,4,0,+919478050221,"271, Street, Lucknow"
380,Low,109578,Mr. Advait Ahmed,Secondary,Small Business,Mrs. Swati Ahmed,Primary,Government Employee,0,6,0,+919174388165,"322, Lane, Pune"
381,Low,113590,Mr. Kian Khanna,No Formal Education,Daily Wage Worker,Mrs. Navya Khanna,Primary,Homemaker,0,3,0,+919219386002,"370, Lane, Vadodara"
382,Upper-Middle,788665,Mr. Ritvik Sharma,Secondary,Government Employee,Mrs. Meera Sharma,Primary,Salaried Employee,4,5,0,+918682745133,"219, Street, Kolkata"
383,Lower-Middle,231472,Mr. Arjun Iyer,No Formal Education,Farmer,Mrs. Mira Iyer,Primary,Homemaker,1,4,0,+919438195429,"93, Street, Visakhapatnam"
384,Low,120992,Mr. Varun Kapoor,Post-Graduate,Professional,Mrs. Kriti Kapoor,Primary,Homemaker,0,7,1,+917392882483,"242, Road, Bhopal"
385,Upper-Middle,659875,Mr. Ankit Kaur,No Formal Education,Salaried Employee,Mrs. Aanya Kaur,Primary,Salaried Employee,2,3,0,+919531219162,"465, Road, Chennai"
386,Upper-Middle,614981,Mr. Vihaan Hussain,Higher Secondary,Retired,Mrs. Neha Hussain,Higher Secondary,Small Business,1,5,0,+918538490208,"448, Street, Ahmedabad"
387,Low,56678,Mr. Abhinav Chatterjee,Secondary,Small Business,Mrs. Swati Chatterjee,Secondary,Self-Employed,2,4,0,+917267215767,"179, Lane, Hyderabad"
388,Lower-Middle,258250,Mr. Vedant Mukherjee,Primary,Self-Employed,Mrs. Sakshi Mukherjee,Graduate,Homemaker,0,6,0,+919007887534,"467, Street, Ludhiana"
389,Low,118840,Mr. Sandeep Agarwal,Higher Secondary,Government Employee,Mrs. Riya Agarwal,Secondary,Homemaker,1,4,0,+918655505705,"224, Road, Nagpur"
390,Low,93040,Mr. Abhinav Joshi,Post-Graduate,Self-Employed,Mrs. Tanvi Joshi,Secondary,Small Business,2,6,0,+917791833807,"217, Street, Ludhiana"
391,Middle,330946,Mr. Aarav Bose,Secondary,Self-Employed,Mrs. Aanya Bose,Primary,Homemaker,1,5,0,+917858322497,"271, Road, Nagpur"
392,Low,131560,Mr. Naksh Ahmed,Higher Secondary,Small Business,Mrs. Meera Ahmed,Graduate,Homemaker,3,6,0,+918059844712,"159, Road, Visakhapatnam"
393,Lower-Middle,228273,Mr. Harshit Ahmed,Higher Secondary,Government Employee,Mrs. Preeti Ahmed,Secondary,Self-Employed,1,4,0,+918945501425,"137, Street, Hyderabad"
394,Lower-Middle,166993,Mr. Siddharth Reddy,Primary,Salaried Employee,Mrs. Navya Reddy,No Formal Education,Small Business,1,5,0,+917637939139,"98, Lane, Kolkata"
395,Middle,329761,Mr. Arjun Pillai,No Formal Education,Professional,Mrs. Ananya Pillai,Graduate,Farmer,3,7,0,+919772785292,"84, Road, Kanpur"
396,Low,73078,Mr. Atharv Shah,Secondary,Self-Employed,Mrs. Neha Shah,Post-Graduate,Self-Employed,1,6,0,+918708056246,"310, Road, Patna"
397,Lower-Middle,221692,Mr. Aryan Khan,Secondary,Salaried Employee,Mrs. Meera Khan,Primary,Daily Wage Worker,2,6,0,+918358686546,"38, Lane, Chennai"
398,Low,114136,Mr. Ravi Ali,Secondary,Retired,Mrs. Ritika Ali,Primary,Government Employee,3,7,0,+919138792065,"397, Road, Ghaziabad"
399,Low,137745,Mr. Siddharth Choudhury,Higher Secondary,Salaried Employee,Mrs. Aditi Choudhury,Graduate,Homemaker,1,5,0,+917309084054,"40, Street, Delhi"
400,Middle,403002,Mr. Nikhil Jain,Secondary,Retired,Mrs. Shruti Jain,Graduate,Daily Wage Worker,1,7,0,+918239390691,"346, Street, Nagpur"
401,Low,50854,Mr. Vedant Khanna,Secondary,Retired,Mrs. Divya Khanna,Post-Graduate,Small Business,1,7,1,+918786329188,"241, Lane, Pune"
402,Lower-Middle,173445,Mr. Ayaan Shah,Graduate,Self-Employed,Mrs. Shanaya Shah,Post-Graduate,Homemaker,1,4,0,+919149256365,"411, Street, Bangalore"
403,Low,102710,Mr. Ritvik Mehta,Higher Secondary,Government Employee,Mrs. Sunita Mehta,Graduate,Self-Employed,3,3,0,+917897000084,"466, Street, Bangalore"
404,Lower-Middle,284410,Mr. Vedant Shah,Graduate,Salaried Employee,Mrs. Shruti Shah,No Formal Education,Professional,3,6,0,+918569345267,"22, Street, Ludhiana"
405,Middle,363807,Mr. Prakash Das,Higher Secondary,Farmer,Mrs. Priya Das,Higher Secondary,Self-Employed,1,4,0,+919469818008,"478, Street, Ludhiana"
406,Low,63218,Mr. Daksh Sinha,Secondary,Small Business,Mrs. Sakshi Sinha,Secondary,Salaried Employee,1,5,0,+917998814300,"241, Road, Indore"
407,Middle,424603,Mr. Ajay Kaur,Secondary,Small Business,Mrs. Avni Kaur,Higher Secondary,Homemaker,2,5,0,+918295554100,"223, Street, Chennai"
408,Middle,472259,Mr. Pranav Choudhury,Primary,Self-Employed,Mrs. Diya Choudhury,No Formal Education,Homemaker,1,4,0,+918932773894,"220, Road, Chennai"
409,Lower-Middle,176288,Mr. Kabir Kumar,Secondary,Salaried Employee,Mrs. Zara Kumar,Secondary,Retired,2,7,0,+918356767128,"325, Road, Ahmedabad"
410,Middle,552223,Mr. Ritvik Gupta,Secondary,Retired,Mrs. Avni Gupta,Post-Graduate,Homemaker,2,4,0,+917752084821,"272, Street, Delhi"
411,Low,92763,Mr. Abhinav Choudhury,Higher Secondary,Government Employee,Mrs. Sneha Choudhury,Primary,Homemaker,2,6,0,+919196625243,"298, Road, Coimbatore"
412,Low,71040,Mr. Arnav Ali,Primary,Small Business,Mrs. Simran Ali,Higher Secondary,Homemaker,0,6,0,+919393571271,"252, Lane, Chennai"
413,Lower-Middle,211196,Mr. Vivaan Rao,Secondary,Farmer,Mrs. Ananya Rao,No Formal Education,Government Employee,2,3,0,+919574536348,"352, Lane, Indore"
414,Middle,505150,Mr. Aarav Gupta,Primary,Daily Wage Worker,Mrs. Priya Gupta,Secondary,Daily Wage Worker,3,3,0,+917512367558,"114, Lane, Bangalore"
415,Upper-Middle,838121,Mr. Rahul Saxena,No Formal Education,Government Employee,Mrs. Swati Saxena,Graduate,Homemaker,1,3,0,+917632286040,"291, Street, Indore"
416,Upper-Middle,761818,Mr. Ansh Kumar,Graduate,Small Business,Mrs. Riya Kumar,Secondary,Self-Employed,1,4,0,+919832436669,"97, Road, Coimbatore"
417,Lower-Middle,176639,Mr. Kunal Kumar,Primary,Daily Wage Worker,Mrs. Shanaya Kumar,No Formal Education,Homemaker,1,7,0,+917768508175,"430, Lane, Lucknow"
418,Low,111633,Mr. Rohan Agarwal,Secondary,Self-Employed,Mrs. Tara Agarwal,Secondary,Salaried Employee,1,6,0,+918032934646,"235, Road, Chennai"
419,Lower-Middle,184636,Mr. Sandeep Mishra,Graduate,Retired,Mrs. Shruti Mishra,Secondary,Retired,1,7,0,+917109347355,"193, Lane, Ahmedabad"
420,Low,142416,Mr. Arjun Chatterjee,Post-Graduate,Retired,Mrs. Aadhya Chatterjee,No Formal Education,Salaried Employee,1,3,0,+918554292438,"499, Road, Pune"
421,Lower-Middle,240034,Mr. Shivansh Reddy,Graduate,Daily Wage Worker,Mrs. Ishita Reddy,No Formal Education,Small Business,3,4,0,+917292884260,"312, Street, Pune"
422,Low,99021,Mr. Karthik Bhatia,Secondary,Self-Employed,Mrs. Swati Bhatia,Secondary,Retired,2,6,0,+917192884617,"23, Lane, Delhi"
423,Low,146296,Mr. Ritvik Sinha,Primary,Farmer,Mrs. Suman Sinha,Primary,Daily Wage Worker,1,4,0,+917401205645,"358, Street, Mumbai"
424,Lower-Middle,232967,Mr. Advait Hussain,Graduate,Professional,Mrs. Aarohi Hussain,Higher Secondary,Salaried Employee,0,5,0,+917394020858,"126, Street, Patna"
425,Low,145362,Mr. Ritvik Pandey,Graduate,Daily Wage Worker,Mrs. Tanvi Pandey,Post-Graduate,Homemaker,1,5,0,+917746585324,"215, Street, Visakhapatnam"
426,Middle,510139,Mr. Vedant Ali,Higher Secondary,Small Business,Mrs. Myra Ali,Primary,Homemaker,0,4,0,+917975498773,"495, Lane, Chennai"
427,Upper-Middle,644246,Mr. Reyansh Agarwal,Primary,Self-Employed,Mrs. Divya Agarwal,Post-Graduate,Small Business,1,4,0,+919242615166,"123, Road, Delhi"
428,Middle,553073,Mr. Manoj Verma,Graduate,Farmer,Mrs. Kriti Verma,Secondary,Small Business,0,5,0,+919265514337,"171, Lane, Ahmedabad"
429,Lower-Middle,182227,Mr. Naksh Pillai,Graduate,Professional,Mrs. Myra Pillai,No Formal Education,Homemaker,0,4,0,+919045676243,"51, Lane, Vadodara"
430,Low,99837,Mr. Kabir Choudhury,Post-Graduate,Professional,Mrs. Sara Choudhury,Secondary,Homemaker,1,3,0,+917204772376,"217, Street, Vadodara"
431,Middle,313260,Mr. Karthik Khan,Post-Graduate,Farmer,Mrs. Myra Khan,Primary,Government Employee,2,3,0,+918554562130,"212, Lane, Chennai"
432,Low,50965,Mr. Harshit Sethi,Higher Secondary,Government Employee,Mrs. Navya Sethi,Secondary,Self-Employed,2,4,0,+918698815863,"321, Lane, Hyderabad"
433,High,2923904,Mr. Vedant Mehta,No Formal Education,Self-Employed,Mrs. Ritika Mehta,Primary,Government Employee,3,6,1,+917953304822,"389, Street, Ludhiana"
434,Low,127276,Mr. Manish Ahmed,Secondary,Professional,Mrs. Sara Ahmed,Post-Graduate,Homemaker,3,6,0,+918191778782,"277, Street, Bhopal"
435,Low,51045,Mr. Raj Pillai,Primary,Small Business,Mrs. Kavya Pillai,Primary,Homemaker,1,5,0,+918213107867,"399, Road, Pune"
436,Low,61728,Mr. Aryan Pandey,Secondary,Small Business,Mrs. Simran Pandey,Primary,Homemaker,3,4,0,+917125143705,"157, Street, Vadodara"
437,Upper-Middle,672015,Mr. Siddharth Pillai,No Formal Education,Self-Employed,Mrs. Meera Pillai,No Formal Education,Salaried Employee,4,3,0,+918776628585,"374, Street, Kanpur"
438,Middle,546355,Mr. Daksh Kapoor,Higher Secondary,Farmer,Mrs. Pooja Kapoor,Graduate,Self-Employed,3,7,0,+917191974228,"454, Road, Ghaziabad"
439,Middle,371057,Mr. Atharv Mishra,Graduate,Salaried Employee,Mrs. Preeti Mishra,Higher Secondary,Government Employee,2,4,0,+919235356288,"63, Street, Vadodara"
440,Low,136341,Mr. Samar Nair,Secondary,Small Business,Mrs. Kriti Nair,Primary,Professional,1,5,0,+918752275376,"489, Road, Patna"
441,Low,116998,Mr. Ishaan Das,Higher Secondary,Salaried Employee,Mrs. Sneha Das,No Formal Education,Homemaker,1,5,1,+917862892886,"140, Street, Vadodara"
442,Middle,591036,Mr. Aryan Desai,Secondary,Salaried Employee,Mrs. Divya Desai,No Formal Education,Homemaker,2,6,0,+917230182047,"413, Lane, Nagpur"
443,Middle,484154,Mr. Abhinav Ali,No Formal Education,Salaried Employee,Mrs. Neha Ali,Secondary,Small Business,1,5,1,+918719490221,"170, Road, Kolkata"
444,High,1491349,Mr. Ankit Bhatia,Primary,Salaried Employee,Mrs. Zara Bhatia,Higher Secondary,Small Business,1,7,0,+918250558387,"115, Lane, Pune"
445,Middle,448260,Mr. Vedant Kapoor,No Formal Education,Government Employee,Mrs. Diya Kapoor,Primary,Homemaker,1,3,0,+919524541712,"148, Lane, Bhopal"
446,Low,125052,Mr. Sai Singh,No Formal Education,Government Employee,Mrs. Tara Singh,Higher Secondary,Homemaker,2,3,0,+917285750109,"412, Lane, Indore"
447,Lower-Middle,298620,Mr. Arjun Mehta,Secondary,Government Employee,Mrs. Tara Mehta,Higher Secondary,Farmer,1,5,0,+917479262058,"394, Road, Visakhapatnam"
448,Lower-Middle,257956,Mr. Ritvik Kaur,Post-Graduate,Salaried Employee,Mrs. Siya Kaur,Post-Graduate,Salaried Employee,1,4,0,+918642025207,"121, Lane, Hyderabad"
449,Middle,362372,Mr. Nikhil Nair,Secondary,Professional,Mrs. Sakshi Nair,Secondary,Government Employee,1,4,0,+918117101918,"57, Street, Nagpur"
450,Low,66204,Mr. Dhruv Mukherjee,Graduate,Farmer,Mrs. Sunita Mukherjee,Secondary,Homemaker,3,4,1,+917519551016,"77, Lane, Chennai"
451,Middle,302916,Mr. Sai Mehta,Higher Secondary,Retired,Mrs. Diya Mehta,Higher Secondary,Self-Employed,2,3,0,+919318024437,"330, Road, Pune"
452,Middle,410106,Mr. Kiaan Rao,No Formal Education,Salaried Employee,Mrs. Shanaya Rao,Higher Secondary,Self-Employed,2,3,0,+919889584302,"467, Street, Kolkata"
453,Middle,391468,Mr. Pranav Saxena,No Formal Education,Salaried Employee,Mrs. Aadhya Saxena,Secondary,Farmer,1,3,0,+918813688080,"247, Lane, Bhopal"
454,Low,144043,Mr. Krishna Jain,Primary,Retired,Mrs. Sneha Jain,Graduate,Salaried Employee,1,5,0,+919189799352,"133, Road, Bhopal"
455,Lower-Middle,174324,Mr. Naksh Kapoor,Secondary,Small Business,Mrs. Shruti Kapoor,Higher Secondary,Government Employee,2,4,0,+918378842484,"435, Street, Bangalore"
456,Low,106495,Mr. Varun Verma,Post-Graduate,Retired,Mrs. Kriti Verma,No Formal Education,Farmer,3,7,0,+919017459642,"444, Street, Coimbatore"
457,Low,118775,Mr. Nikhil Bhatia,Graduate,Farmer,Mrs. Divya Bhatia,Secondary,Homemaker,1,3,0,+919740475768,"151, Lane, Kanpur"
458,Middle,533043,Mr. Vedant Tiwari,No Formal Education,Self-Employed,Mrs. Kiara Tiwari,Secondary,Homemaker,0,6,0,+919711009564,"80, Lane, Vadodara"
459,Lower-Middle,240373,Mr. Daksh Kumar,Higher Secondary,Small Business,Mrs. Aadhya Kumar,Secondary,Homemaker,1,3,0,+919616439712,"395, Street, Indore"
460,Lower-Middle,245055,Mr. Samar Rao,Secondary,Farmer,Mrs. Rekha Rao,Higher Secondary,Small Business,1,7,0,+917399952164,"352, Street, Mumbai"
461,Upper-Middle,752619,Mr. Aarav Bhatia,Graduate,Farmer,Mrs. Navya Bhatia,Primary,Self-Employed,1,7,0,+919926481979,"202, Lane, Patna"
462,Lower-Middle,251580,Mr. Rohan Agarwal,Secondary,Professional,Mrs. Zara Agarwal,Secondary,Homemaker,1,5,0,+917629417824,"55, Road, Coimbatore"
463,Lower-Middle,259299,Mr. Rohan Saxena,Graduate,Professional,Mrs. Sara Saxena,No Formal Education,Homemaker,0,7,0,+919210623414,"3, Lane, Mumbai"
464,Lower-Middle,287218,Mr. Manish Desai,Primary,Small Business,Mrs. Anika Desai,Post-Graduate,Homemaker,2,4,0,+918072826272,"255, Lane, Ghaziabad"
465,Upper-Middle,871556,Mr. Varun Chopra,Secondary,Government Employee,Mrs. Riya Chopra,Post-Graduate,Professional,1,6,0,+918879681063,"99, Street, Visakhapatnam"
466,Upper-Middle,992209,Mr. Pranav Rao,No Formal Education,Daily Wage Worker,Mrs. Pooja Rao,Primary,Professional,2,6,0,+917726119755,"355, Lane, Ghaziabad"
467,Low,77656,Mr. Pranav Ghosh,Graduate,Daily Wage Worker,Mrs. Kriti Ghosh,No Formal Education,Homemaker,1,7,0,+917414403065,"274, Lane, Bhopal"
468,Middle,489911,Mr. Reyansh Sethi,Higher Secondary,Retired,Mrs. Nisha Sethi,No Formal Education,Homemaker,0,4,0,+918018734436,"211, Lane, Ludhiana"
469,Upper-Middle,883232,Mr. Ankit Joshi,Primary,Salaried Employee,Mrs. Meera Joshi,Primary,Daily Wage Worker,4,3,0,+919233044830,"384, Road, Kanpur"
470,Middle,556836,Mr. Arnav Ghosh,Secondary,Salaried Employee,Mrs. Sakshi Ghosh,Graduate,Salaried Employee,2,5,0,+918627634120,"46, Street, Vadodara"
471,Lower-Middle,191456,Mr. Raj Verma,Post-Graduate,Self-Employed,Mrs. Divya Verma,No Formal Education,Homemaker,1,6,0,+917559417700,"128, Street, Patna"
472,Middle,383116,Mr. Yash Pillai,Higher Secondary,Professional,Mrs. Anjali Pillai,Primary,Homemaker,1,3,1,+918476822231,"301, Lane, Kanpur"
473,Middle,310397,Mr. Kabir Bhatia,Post-Graduate,Daily Wage Worker,Mrs. Prisha Bhatia,Primary,Homemaker,3,7,0,+918602994098,"122, Lane, Hyderabad"
474,Middle,314029,Mr. Ajay Mukherjee,Secondary,Government Employee,Mrs. Anvi Mukherjee,Primary,Government Employee,2,6,0,+918896857240,"54, Lane, Visakhapatnam"
475,Upper-Middle,669728,Mr. Arjun Jain,No Formal Education,Self-Employed,Mrs. Priya Jain,Higher Secondary,Salaried Employee,2,7,0,+917911867284,"451, Lane, Ludhiana"
476,Lower-Middle,197391,Mr. Reyansh Desai,Higher Secondary,Daily Wage Worker,Mrs. Pooja Desai,Primary,Small Business,1,3,0,+919616769147,"41, Street, Jaipur"
477,Middle,363965,Mr. Vikram Desai,Post-Graduate,Retired,Mrs. Rekha Desai,Graduate,Small Business,3,4,0,+917713693678,"403, Street, Bangalore"
478,Low,98460,Mr. Siddharth Bhatia,Graduate,Government Employee,Mrs. Suman Bhatia,Higher Secondary,Government Employee,1,5,0,+919332844509,"24, Lane, Bhopal"
479,Low,142279,Mr. Vedant Shah,Higher Secondary,Retired,Mrs. Aanya Shah,Secondary,Farmer,2,4,0,+917675801927,"444, Road, Hyderabad"
480,Lower-Middle,262264,Mr. Vihaan Agarwal,No Formal Education,Salaried Employee,Mrs. Shanaya Agarwal,Secondary,Homemaker,0,7,0,+919559770205,"59, Road, Chennai"
